text,Label,text_cleaning,text_casefolding,text_tokenizing,text_normalizing,text_SR,text_stemming
Syaiful Huda Psikologi Pelajar Terganggu Karena Pembelajaran Jarak Jauh https://t.co/Pjyk9qBizO,Negatif,Syaiful Huda Psikologi Pelajar Terganggu Karena Pembelajaran Jarak Jauh,syaiful huda psikologi pelajar terganggu karena pembelajaran jarak jauh,"['syaiful', 'huda', 'psikologi', 'pelajar', 'terganggu', 'karena', 'pembelajaran', 'jarak', 'jauh']","['syaiful', 'huda', 'psikologi', 'pelajar', 'terganggu', 'karena', 'pembelajaran', 'jarak', 'jauh']","['syaiful', 'huda', 'psikologi', 'pelajar', 'terganggu', 'pembelajaran', 'jarak']",syaiful huda psikologi ajar ganggu ajar jarak
"""Sebagian mahasiswa mengeluhkan fasilitas pembelajaran jarak jauh yang terbatas, penurunan motivasi belajar, kesulitan berkonsentrasi, penurunan prestasi, hingga keterlambatan lulus,"" | #Edukasi  

https://t.co/iOP0OANkfn",Negatif,Sebagian mahasiswa mengeluhkan fasilitas pembelajaran jarak jauh yang terbatas penurunan motivasi belajar kesulitan berkonsentrasi penurunan prestasi hingga keterlambatan lulus,sebagian mahasiswa mengeluhkan fasilitas pembelajaran jarak jauh yang terbatas penurunan motivasi belajar kesulitan berkonsentrasi penurunan prestasi hingga keterlambatan lulus,"['sebagian', 'mahasiswa', 'mengeluhkan', 'fasilitas', 'pembelajaran', 'jarak', 'jauh', 'yang', 'terbatas', 'penurunan', 'motivasi', 'belajar', 'kesulitan', 'berkonsentrasi', 'penurunan', 'prestasi', 'hingga', 'keterlambatan', 'lulus']","['sebagian', 'mahasiswa', 'mengeluhkan', 'fasilitas', 'pembelajaran', 'jarak', 'jauh', 'yang', 'terbatas', 'penurunan', 'motivasi', 'belajar', 'kesulitan', 'berkonsentrasi', 'penurunan', 'prestasi', 'hingga', 'keterlambatan', 'lulus']","['mahasiswa', 'mengeluhkan', 'fasilitas', 'pembelajaran', 'jarak', 'terbatas', 'penurunan', 'motivasi', 'belajar', 'kesulitan', 'berkonsentrasi', 'penurunan', 'prestasi', 'keterlambatan', 'lulus']",mahasiswa keluh fasilitas ajar jarak batas turun motivasi ajar sulit konsentrasi turun prestasi lambat lulus
"Walau terasa sama, E-Learning dan Pembelajaran Jarak Jauh (PJJ) ternyata berbeda loh, Temankeu!

Simak penjelasan Edmin. 👇 https://t.co/hKdJ5RRYNI",Positif,Walau terasa sama ELearning dan Pembelajaran Jarak Jauh PJJ ternyata berbeda loh Temankeu Simak penjelasan Edmin,walau terasa sama elearning dan pembelajaran jarak jauh pjj ternyata berbeda loh temankeu simak penjelasan edmin,"['walau', 'terasa', 'sama', 'elearning', 'dan', 'pembelajaran', 'jarak', 'jauh', 'pjj', 'ternyata', 'berbeda', 'loh', 'temankeu', 'simak', 'penjelasan', 'edmin']","['walau', 'terasa', 'sama', 'elearning', 'dan', 'pembelajaran', 'jarak', 'jauh', 'pjj', 'ternyata', 'berbeda', 'loh', 'temankeu', 'simak', 'penjelasan', 'edmin']","['elearning', 'pembelajaran', 'jarak', 'pjj', 'berbeda', 'temankeu', 'simak', 'penjelasan', 'edmin']",elearning ajar jarak pjj beda temankeu simak jelas edmin
"Jasindo Fasilitasi Internet Gratis untuk Pembelajaran Jarak Jauh Siswa di Jateng dan DIY
 
https://t.co/FkR1hHG2F0 lewat @tribunnews https://t.co/iJZaChcGtd",Positif,Jasindo Fasilitasi Internet Gratis untuk Pembelajaran Jarak Jauh Siswa di Jateng dan DIY lewat,jasindo fasilitasi internet gratis untuk pembelajaran jarak jauh siswa di jateng dan diy lewat,"['jasindo', 'fasilitasi', 'internet', 'gratis', 'untuk', 'pembelajaran', 'jarak', 'jauh', 'siswa', 'di', 'jateng', 'dan', 'diy', 'lewat']","['jasindo', 'fasilitasi', 'internet', 'gratis', 'untuk', 'pembelajaran', 'jarak', 'jauh', 'siswa', 'di', 'jateng', 'dan', 'diy', 'lewat']","['jasindo', 'fasilitasi', 'internet', 'gratis', 'pembelajaran', 'jarak', 'siswa', 'jateng', 'diy']",jasindo fasilitas internet gratis ajar jarak siswa jateng diy
"*NEWS UPDATE*
Satu tahun pagebluk membawa dampak besar, salah satunya di bidang pendidikan. Berdasarkan studi Global Save the Children Juli 2020, terdapat 8 dari 10 anak tidak dapat mengakses bahan pembelajaran yang memadai.

Baca Selengkapnya
https://t.co/NQIoZKAkFA",Negatif,NEWS UPDATE Satu tahun pagebluk membawa dampak besar salah satunya di bidang pendidikan Berdasarkan studi Global Save the Children Juli terdapat dari anak tidak dapat mengakses bahan pembelajaran yang memadai Baca Selengkapnya,news update satu tahun pagebluk membawa dampak besar salah satunya di bidang pendidikan berdasarkan studi global save the children juli terdapat dari anak tidak dapat mengakses bahan pembelajaran yang memadai baca selengkapnya,"['news', 'update', 'satu', 'tahun', 'pagebluk', 'membawa', 'dampak', 'besar', 'salah', 'satunya', 'di', 'bidang', 'pendidikan', 'berdasarkan', 'studi', 'global', 'save', 'the', 'children', 'juli', 'terdapat', 'dari', 'anak', 'tidak', 'dapat', 'mengakses', 'bahan', 'pembelajaran', 'yang', 'memadai', 'baca', 'selengkapnya']","['news', 'update', 'satu', 'tahun', 'pagebluk', 'membawa', 'dampak', 'besar', 'salah', 'satunya', 'di', 'bidang', 'pendidikan', 'berdasarkan', 'studi', 'global', 'save', 'the', 'children', 'juli', 'terdapat', 'dari', 'anak', 'tidak', 'dapat', 'mengakses', 'bahan', 'pembelajaran', 'yang', 'memadai', 'baca', 'selengkapnya']","['news', 'update', 'pagebluk', 'membawa', 'dampak', 'salah', 'satunya', 'bidang', 'pendidikan', 'berdasarkan', 'studi', 'global', 'save', 'the', 'children', 'juli', 'anak', 'mengakses', 'bahan', 'pembelajaran', 'memadai', 'baca', 'selengkapnya']",news update pagebluk bawa dampak salah satu bidang didik dasar studi global save the children juli anak akses bahan ajar pada baca lengkap
"Bagaimana kontribusi Yudha selepas menempuh pendidikan master?

Salah satunya, Ia mendirikan Virtual Education Academy (VEA), yang bertujuan untuk meningkatkan literasi digital para guru di Indonesia. Sebab, masih banyak guru yg kesulitan memberikan pembelajaran jarak jauh (PJJ).",Negatif,Bagaimana kontribusi Yudha selepas menempuh pendidikan master Salah satunya Ia mendirikan Virtual Education Academy VEA yang bertujuan untuk meningkatkan literasi digital para guru di Indonesia Sebab masih banyak guru yg kesulitan memberikan pembelajaran jarak jauh PJJ,bagaimana kontribusi yudha selepas menempuh pendidikan master salah satunya ia mendirikan virtual education academy vea yang bertujuan untuk meningkatkan literasi digital para guru di indonesia sebab masih banyak guru yg kesulitan memberikan pembelajaran jarak jauh pjj,"['bagaimana', 'kontribusi', 'yudha', 'selepas', 'menempuh', 'pendidikan', 'master', 'salah', 'satunya', 'ia', 'mendirikan', 'virtual', 'education', 'academy', 'vea', 'yang', 'bertujuan', 'untuk', 'meningkatkan', 'literasi', 'digital', 'para', 'guru', 'di', 'indonesia', 'sebab', 'masih', 'banyak', 'guru', 'yg', 'kesulitan', 'memberikan', 'pembelajaran', 'jarak', 'jauh', 'pjj']","['bagaimana', 'kontribusi', 'yudha', 'selepas', 'menempuh', 'pendidikan', 'master', 'salah', 'satunya', 'ia', 'mendirikan', 'virtual', 'education', 'academy', 'vea', 'yang', 'bertujuan', 'untuk', 'meningkatkan', 'literasi', 'digital', 'para', 'guru', 'di', 'indonesia', 'sebab', 'masih', 'banyak', 'guru', 'yang', 'kesulitan', 'memberikan', 'pembelajaran', 'jarak', 'jauh', 'pjj']","['kontribusi', 'yudha', 'selepas', 'menempuh', 'pendidikan', 'master', 'salah', 'satunya', 'mendirikan', 'virtual', 'education', 'academy', 'vea', 'bertujuan', 'meningkatkan', 'literasi', 'digital', 'guru', 'indonesia', 'guru', 'kesulitan', 'pembelajaran', 'jarak', 'pjj']",kontribusi yudha lepas tempuh didik master salah satu diri virtual education academy vea tuju tingkat literasi digital guru indonesia guru sulit ajar jarak pjj
Pembelajaran Jarak Jauh dan bermain di rumah bersama anak-anak jadi lebih menyenangkan dengan Proyektor Mini GS2. #Ads https://t.co/ItyzoFSSRb https://t.co/CvT4cjtLiP,Positif,Pembelajaran Jarak Jauh dan bermain di rumah bersama anakanak jadi lebih menyenangkan dengan Proyektor Mini GS,pembelajaran jarak jauh dan bermain di rumah bersama anakanak jadi lebih menyenangkan dengan proyektor mini gs,"['pembelajaran', 'jarak', 'jauh', 'dan', 'bermain', 'di', 'rumah', 'bersama', 'anakanak', 'jadi', 'lebih', 'menyenangkan', 'dengan', 'proyektor', 'mini', 'gs']","['pembelajaran', 'jarak', 'jauh', 'dan', 'bermain', 'di', 'rumah', 'bersama', 'anakanak', 'jadi', 'lebih', 'menyenangkan', 'dengan', 'proyektor', 'mini', 'gs']","['pembelajaran', 'jarak', 'bermain', 'rumah', 'anakanak', 'menyenangkan', 'proyektor', 'mini', 'gs']",ajar jarak main rumah anakanak senang proyektor mini gs
"Kapan abis nya ini Pandemi, pembelajaran jarak jauh saat pandemi ga efektif soalnya
#Covid19 #vaksinpulihkannegeri 

https://t.co/F0RjG48rGN",Negatif,Kapan abis nya ini Pandemi pembelajaran jarak jauh saat pandemi ga efektif soalnya,kapan abis nya ini pandemi pembelajaran jarak jauh saat pandemi ga efektif soalnya,"['kapan', 'abis', 'nya', 'ini', 'pandemi', 'pembelajaran', 'jarak', 'jauh', 'saat', 'pandemi', 'ga', 'efektif', 'soalnya']","['kapan', 'habis', 'nya', 'ini', 'pandemi', 'pembelajaran', 'jarak', 'jauh', 'saat', 'pandemi', 'tidak', 'efektif', 'soalnya']","['habis', 'pandemi', 'pembelajaran', 'jarak', 'pandemi', 'efektif']",habis pandemi ajar jarak pandemi efektif
"Selama pandemi, adalah biasa melihat adik saya mengutak-atik konten video pembelajaran yang diberikan guru. Tulisan ini mewakili keresahan saya. Kita memang harus mengandalkan pembelajaran jarak jauh, tapi dengan pola seperti ini, esensi pendidikan sebagai komuitas hilang. https://t.co/AIo9heURGH",Positif,Selama pandemi adalah biasa melihat adik saya mengutakatik konten video pembelajaran yang diberikan guru Tulisan ini mewakili keresahan saya Kita memang harus mengandalkan pembelajaran jarak jauh tapi dengan pola seperti ini esensi pendidikan sebagai komuitas hilang,selama pandemi adalah biasa melihat adik saya mengutakatik konten video pembelajaran yang diberikan guru tulisan ini mewakili keresahan saya kita memang harus mengandalkan pembelajaran jarak jauh tapi dengan pola seperti ini esensi pendidikan sebagai komuitas hilang,"['selama', 'pandemi', 'adalah', 'biasa', 'melihat', 'adik', 'saya', 'mengutakatik', 'konten', 'video', 'pembelajaran', 'yang', 'diberikan', 'guru', 'tulisan', 'ini', 'mewakili', 'keresahan', 'saya', 'kita', 'memang', 'harus', 'mengandalkan', 'pembelajaran', 'jarak', 'jauh', 'tapi', 'dengan', 'pola', 'seperti', 'ini', 'esensi', 'pendidikan', 'sebagai', 'komuitas', 'hilang']","['selama', 'pandemi', 'adalah', 'biasa', 'melihat', 'adik', 'saya', 'mengutakatik', 'konten', 'video', 'pembelajaran', 'yang', 'diberikan', 'guru', 'tulisan', 'ini', 'mewakili', 'keresahan', 'saya', 'kita', 'memang', 'harus', 'mengandalkan', 'pembelajaran', 'jarak', 'jauh', 'tetapi', 'dengan', 'pola', 'seperti', 'ini', 'esensi', 'pendidikan', 'sebagai', 'komuitas', 'hilang']","['pandemi', 'adik', 'mengutakatik', 'konten', 'video', 'pembelajaran', 'guru', 'tulisan', 'mewakili', 'keresahan', 'mengandalkan', 'pembelajaran', 'jarak', 'pola', 'esensi', 'pendidikan', 'komuitas', 'hilang']",pandemi adik mengutakatik konten video ajar guru tulis wakil resah andal ajar jarak pola esensi didik komuitas hilang
Pada pelaksanaan Pembelajaran Jarak Jauh (PJJ) baik daring maupun luring akan menjadi tantangan dan hambatan lebih kepada anak dengan multiple disability atau anak dengan disabilitas majemuk.,Positif,Pada pelaksanaan Pembelajaran Jarak Jauh PJJ baik daring maupun luring akan menjadi tantangan dan hambatan lebih kepada anak dengan multiple disability atau anak dengan disabilitas majemuk,pada pelaksanaan pembelajaran jarak jauh pjj baik daring maupun luring akan menjadi tantangan dan hambatan lebih kepada anak dengan multiple disability atau anak dengan disabilitas majemuk,"['pada', 'pelaksanaan', 'pembelajaran', 'jarak', 'jauh', 'pjj', 'baik', 'daring', 'maupun', 'luring', 'akan', 'menjadi', 'tantangan', 'dan', 'hambatan', 'lebih', 'kepada', 'anak', 'dengan', 'multiple', 'disability', 'atau', 'anak', 'dengan', 'disabilitas', 'majemuk']","['pada', 'pelaksanaan', 'pembelajaran', 'jarak', 'jauh', 'pjj', 'baik', 'daring', 'maupun', 'luring', 'akan', 'menjadi', 'tantangan', 'dan', 'hambatan', 'lebih', 'kepada', 'anak', 'dengan', 'multiple', 'disability', 'atau', 'anak', 'dengan', 'disabilitas', 'majemuk']","['pelaksanaan', 'pembelajaran', 'jarak', 'pjj', 'daring', 'luring', 'tantangan', 'hambatan', 'anak', 'multiple', 'disability', 'anak', 'disabilitas', 'majemuk']",laksana ajar jarak pjj daring luring tantang hambat anak multiple disability anak disabilitas majemuk
Pembelajaran jarak jauh (PJJ) yang telah berlangsung selama setahun ini telah meninggalkan dampak krisis kesehatan mental yang cukup berat dirasakan oleh anak-anak. https://t.co/vUFWFzFpy6,Negatif,Pembelajaran jarak jauh PJJ yang telah berlangsung selama setahun ini telah meninggalkan dampak krisis kesehatan mental yang cukup berat dirasakan oleh anakanak,pembelajaran jarak jauh pjj yang telah berlangsung selama setahun ini telah meninggalkan dampak krisis kesehatan mental yang cukup berat dirasakan oleh anakanak,"['pembelajaran', 'jarak', 'jauh', 'pjj', 'yang', 'telah', 'berlangsung', 'selama', 'setahun', 'ini', 'telah', 'meninggalkan', 'dampak', 'krisis', 'kesehatan', 'mental', 'yang', 'cukup', 'berat', 'dirasakan', 'oleh', 'anakanak']","['pembelajaran', 'jarak', 'jauh', 'pjj', 'yang', 'telah', 'berlangsung', 'selama', 'setahun', 'ini', 'telah', 'meninggalkan', 'dampak', 'krisis', 'kesehatan', 'mental', 'yang', 'cukup', 'berat', 'dirasakan', 'oleh', 'anakanak']","['pembelajaran', 'jarak', 'pjj', 'setahun', 'meninggalkan', 'dampak', 'krisis', 'kesehatan', 'mental', 'berat', 'dirasakan', 'anakanak']",ajar jarak pjj tahun tinggal dampak krisis sehat mental berat rasa anakanak
"Satu Tahun Pembelajaran Jarak Jauh, Anak-Anak Malah Berpotensi Kehilangan Hak Pendidikannya https://t.co/Q4oXaaHxrX https://t.co/QH6lMxnqKi",Negatif,Satu Tahun Pembelajaran Jarak Jauh AnakAnak Malah Berpotensi Kehilangan Hak Pendidikannya,satu tahun pembelajaran jarak jauh anakanak malah berpotensi kehilangan hak pendidikannya,"['satu', 'tahun', 'pembelajaran', 'jarak', 'jauh', 'anakanak', 'malah', 'berpotensi', 'kehilangan', 'hak', 'pendidikannya']","['satu', 'tahun', 'pembelajaran', 'jarak', 'jauh', 'anakanak', 'malah', 'berpotensi', 'kehilangan', 'hak', 'pendidikannya']","['pembelajaran', 'jarak', 'anakanak', 'berpotensi', 'kehilangan', 'hak', 'pendidikannya']",ajar jarak anakanak potensi hilang hak didik
"Tanggal 14 Maret 2020 penerbangan perdana usai dinyatakan pandemi oleh WHO. Pulang ke Malang, menjenguk bapak dan liburan. 
Sampe bandara disambut berbagai arahan unt menyiapkan pengumuman penutupan sekolah, dukungan pembelajaran jarak jauh, dan penundaan ujian nasional.",Negatif,Tanggal Maret penerbangan perdana usai dinyatakan pandemi oleh WHO Pulang ke Malang menjenguk bapak dan liburan Sampe bandara disambut berbagai arahan unt menyiapkan pengumuman penutupan sekolah dukungan pembelajaran jarak jauh dan penundaan ujian nasional,tanggal maret penerbangan perdana usai dinyatakan pandemi oleh who pulang ke malang menjenguk bapak dan liburan sampe bandara disambut berbagai arahan unt menyiapkan pengumuman penutupan sekolah dukungan pembelajaran jarak jauh dan penundaan ujian nasional,"['tanggal', 'maret', 'penerbangan', 'perdana', 'usai', 'dinyatakan', 'pandemi', 'oleh', 'who', 'pulang', 'ke', 'malang', 'menjenguk', 'bapak', 'dan', 'liburan', 'sampe', 'bandara', 'disambut', 'berbagai', 'arahan', 'unt', 'menyiapkan', 'pengumuman', 'penutupan', 'sekolah', 'dukungan', 'pembelajaran', 'jarak', 'jauh', 'dan', 'penundaan', 'ujian', 'nasional']","['tanggal', 'maret', 'penerbangan', 'perdana', 'usai', 'dinyatakan', 'pandemi', 'oleh', 'who', 'pulang', 'ke', 'malang', 'menjenguk', 'bapak', 'dan', 'liburan', 'sampai', 'bandara', 'disambut', 'berbagai', 'arahan', 'unt', 'menyiapkan', 'pengumuman', 'penutupan', 'sekolah', 'dukungan', 'pembelajaran', 'jarak', 'jauh', 'dan', 'penundaan', 'ujian', 'nasional']","['tanggal', 'maret', 'penerbangan', 'perdana', 'dinyatakan', 'pandemi', 'who', 'pulang', 'malang', 'menjenguk', 'liburan', 'bandara', 'disambut', 'arahan', 'unt', 'pengumuman', 'penutupan', 'sekolah', 'dukungan', 'pembelajaran', 'jarak', 'penundaan', 'ujian', 'nasional']",tanggal maret terbang perdana nyata pandemi who pulang malang jenguk libur bandara sambut arah unt umum tutup sekolah dukung ajar jarak tunda uji nasional
"Fren, Hal apa aja sih yang menghambat / kurang efektif dari proses pembelajaran yang dilaksanakan secara jarak jauh ini yang dirasain kalian sejauh ini? Keluarin aja unek-uneknya gapapa :D btw ini buat salah satu tugas sekolahku huhu, mohon bantuannya ya 🤩",Negatif,Fren Hal apa aja sih yang menghambat kurang efektif dari proses pembelajaran yang dilaksanakan secara jarak jauh ini yang dirasain kalian sejauh ini Keluarin aja unekuneknya gapapa  btw ini buat salah satu tugas sekolahku huhu mohon bantuannya ya,fren hal apa aja sih yang menghambat kurang efektif dari proses pembelajaran yang dilaksanakan secara jarak jauh ini yang dirasain kalian sejauh ini keluarin aja unekuneknya gapapa  btw ini buat salah satu tugas sekolahku huhu mohon bantuannya ya,"['fren', 'hal', 'apa', 'aja', 'sih', 'yang', 'menghambat', 'kurang', 'efektif', 'dari', 'proses', 'pembelajaran', 'yang', 'dilaksanakan', 'secara', 'jarak', 'jauh', 'ini', 'yang', 'dirasain', 'kalian', 'sejauh', 'ini', 'keluarin', 'aja', 'unekuneknya', 'gapapa', 'btw', 'ini', 'buat', 'salah', 'satu', 'tugas', 'sekolahku', 'huhu', 'mohon', 'bantuannya', 'ya']","['fren', 'hal', 'apa', 'saja', 'sih', 'yang', 'menghambat', 'kurang', 'efektif', 'dari', 'proses', 'pembelajaran', 'yang', 'dilaksanakan', 'secara', 'jarak', 'jauh', 'ini', 'yang', 'dirasain', 'kalian', 'sejauh', 'ini', 'keluarin', 'saja', 'unekuneknya', 'tidak', 'apa-apa', 'btw', 'ini', 'buat', 'salah', 'satu', 'tugas', 'sekolahku', 'huhu', 'mohon', 'bantuannya', 'ya']","['fren', 'menghambat', 'efektif', 'proses', 'pembelajaran', 'dilaksanakan', 'jarak', 'dirasain', 'keluarin', 'unekuneknya', 'apa-apa', 'btw', 'salah', 'tugas', 'sekolahku', 'huhu', 'mohon', 'bantuannya']",fren hambat efektif proses ajar laksana jarak dirasain keluarin unekuneknya apa btw salah tugas sekolah huhu mohon bantu
banyak tantangan menghantui siswa/i di seluruh Indonesia selama masa pandemi COVID-10 https://t.co/xcFKSXrIBg,Negatif,banyak tantangan menghantui siswai di seluruh Indonesia selama masa pandemi COVID,banyak tantangan menghantui siswai di seluruh indonesia selama masa pandemi covid,"['banyak', 'tantangan', 'menghantui', 'siswai', 'di', 'seluruh', 'indonesia', 'selama', 'masa', 'pandemi', 'covid']","['banyak', 'tantangan', 'menghantui', 'siswai', 'di', 'seluruh', 'indonesia', 'selama', 'masa', 'pandemi', 'covid']","['tantangan', 'menghantui', 'siswai', 'indonesia', 'pandemi', 'covid']",tantang hantu siswa indonesia pandemi covid
Satu tahun pembelajaran jarak jauh: Tantangan kehilangan pembelajaran masih terus berlanjut  https://t.co/i01GZu6wfB,Negatif,Satu tahun pembelajaran jarak jauh Tantangan kehilangan pembelajaran masih terus berlanjut,satu tahun pembelajaran jarak jauh tantangan kehilangan pembelajaran masih terus berlanjut,"['satu', 'tahun', 'pembelajaran', 'jarak', 'jauh', 'tantangan', 'kehilangan', 'pembelajaran', 'masih', 'terus', 'berlanjut']","['satu', 'tahun', 'pembelajaran', 'jarak', 'jauh', 'tantangan', 'kehilangan', 'pembelajaran', 'masih', 'terus', 'berlanjut']","['pembelajaran', 'jarak', 'tantangan', 'kehilangan', 'pembelajaran', 'berlanjut']",ajar jarak tantang hilang ajar lanjut
"RT @PDemokrat: Wakil Ketua DPRD Banten dari Fraksi Partai Demokrat, M. Nawa Said Dimyati, memberikan handphone baru dan uang tunai kepada Kurnia Karno, siswa SMPN 4 Sepatan, yang hampir putus sekolah karena tidak mampu mengikuti pembelajaran jarak jauh secara daring.

#DemokratPeduliDanBerbagi https://t.co/hdlcdMClak",Positif,RT Wakil Ketua DPRD Banten dari Fraksi Partai Demokrat  Nawa Said Dimyati memberikan handphone baru dan uang tunai kepada Kurnia Karno siswa SMPN Sepatan yang hampir putus sekolah karena tidak mampu mengikuti pembelajaran jarak jauh secara daring,rt wakil ketua dprd banten dari fraksi partai demokrat  nawa said dimyati memberikan handphone baru dan uang tunai kepada kurnia karno siswa smpn sepatan yang hampir putus sekolah karena tidak mampu mengikuti pembelajaran jarak jauh secara daring,"['rt', 'wakil', 'ketua', 'dprd', 'banten', 'dari', 'fraksi', 'partai', 'demokrat', 'nawa', 'said', 'dimyati', 'memberikan', 'handphone', 'baru', 'dan', 'uang', 'tunai', 'kepada', 'kurnia', 'karno', 'siswa', 'smpn', 'sepatan', 'yang', 'hampir', 'putus', 'sekolah', 'karena', 'tidak', 'mampu', 'mengikuti', 'pembelajaran', 'jarak', 'jauh', 'secara', 'daring']","['rt', 'wakil', 'ketua', 'dprd', 'banten', 'dari', 'fraksi', 'partai', 'demokrat', 'nawa', 'said', 'dimyati', 'memberikan', 'handphone', 'baru', 'dan', 'uang', 'tunai', 'kepada', 'kurnia', 'karno', 'siswa', 'smpn', 'sepatan', 'yang', 'hampir', 'putus', 'sekolah', 'karena', 'tidak', 'mampu', 'mengikuti', 'pembelajaran', 'jarak', 'jauh', 'secara', 'daring']","['wakil', 'ketua', 'dprd', 'banten', 'fraksi', 'partai', 'demokrat', 'nawa', 'said', 'dimyati', 'handphone', 'uang', 'tunai', 'kurnia', 'karno', 'siswa', 'smpn', 'sepatan', 'putus', 'sekolah', 'mengikuti', 'pembelajaran', 'jarak', 'daring']",wakil ketua dprd banten fraksi partai demokrat nawa said dimyati handphone uang tunai kurnia karno siswa smpn sepat putus sekolah ikut ajar jarak daring
"RT @tvOneNews: Wali Kota Solo Gibran Rakabuming Raka menyerahkan bantuan sebanyak 150 unit ponsel pintar kepada para siswa SD dan SMP terutama bagi mereka yang tidak memiliki ponsel untuk kegiatan pembelajaran jarak jauh.

Sumber: @vivacoid
#NewsOne #GibranRakabuming #WaliKotaSolo https://t.co/c4mjCfkIWt",Positif,RT Wali Kota Solo Gibran Rakabuming Raka menyerahkan bantuan sebanyak unit ponsel pintar kepada para siswa SD dan SMP terutama bagi mereka yang tidak memiliki ponsel untuk kegiatan pembelajaran jarak jauh Sumber,rt wali kota solo gibran rakabuming raka menyerahkan bantuan sebanyak unit ponsel pintar kepada para siswa sd dan smp terutama bagi mereka yang tidak memiliki ponsel untuk kegiatan pembelajaran jarak jauh sumber,"['rt', 'wali', 'kota', 'solo', 'gibran', 'rakabuming', 'raka', 'menyerahkan', 'bantuan', 'sebanyak', 'unit', 'ponsel', 'pintar', 'kepada', 'para', 'siswa', 'sd', 'dan', 'smp', 'terutama', 'bagi', 'mereka', 'yang', 'tidak', 'memiliki', 'ponsel', 'untuk', 'kegiatan', 'pembelajaran', 'jarak', 'jauh', 'sumber']","['rt', 'wali', 'kota', 'solo', 'gibran', 'rakabuming', 'raka', 'menyerahkan', 'bantuan', 'sebanyak', 'unit', 'ponsel', 'pintar', 'kepada', 'para', 'siswa', 'sd', 'dan', 'smp', 'terutama', 'bagi', 'mereka', 'yang', 'tidak', 'memiliki', 'ponsel', 'untuk', 'kegiatan', 'pembelajaran', 'jarak', 'jauh', 'sumber']","['wali', 'kota', 'solo', 'gibran', 'rakabuming', 'raka', 'menyerahkan', 'bantuan', 'unit', 'ponsel', 'pintar', 'siswa', 'sd', 'smp', 'memiliki', 'ponsel', 'kegiatan', 'pembelajaran', 'jarak', 'sumber']",wali kota solo gibran rakabuming raka serah bantu unit ponsel pintar siswa sd smp milik ponsel giat ajar jarak sumber
"CIREBON – Untuk mencegah penyebarluasan Covid-19 di lingkungan sekolah, pemerintah menerapkan kegiatan pembelajaran jarak jauh (PJJ) yang masih berlangsung hingga saat ini https://t.co/OrRvluGjnZ",Positif,CIREBON Untuk mencegah penyebarluasan Covid di lingkungan sekolah pemerintah menerapkan kegiatan pembelajaran jarak jauh PJJ yang masih berlangsung hingga saat ini,cirebon untuk mencegah penyebarluasan covid di lingkungan sekolah pemerintah menerapkan kegiatan pembelajaran jarak jauh pjj yang masih berlangsung hingga saat ini,"['cirebon', 'untuk', 'mencegah', 'penyebarluasan', 'covid', 'di', 'lingkungan', 'sekolah', 'pemerintah', 'menerapkan', 'kegiatan', 'pembelajaran', 'jarak', 'jauh', 'pjj', 'yang', 'masih', 'berlangsung', 'hingga', 'saat', 'ini']","['cirebon', 'untuk', 'mencegah', 'penyebarluasan', 'covid', 'di', 'lingkungan', 'sekolah', 'pemerintah', 'menerapkan', 'kegiatan', 'pembelajaran', 'jarak', 'jauh', 'pjj', 'yang', 'masih', 'berlangsung', 'hingga', 'saat', 'ini']","['cirebon', 'mencegah', 'penyebarluasan', 'covid', 'lingkungan', 'sekolah', 'pemerintah', 'menerapkan', 'kegiatan', 'pembelajaran', 'jarak', 'pjj']",cirebon cegah penyebarluasan covid lingkung sekolah perintah terap giat ajar jarak pjj
